diameter,weight,cultivar
61,88.73,elstar
61,88.03,elstar
61,92.44,elstar
61,88.59,elstar
61,88.67,elstar
61,90.17,elstar
61,90.04,elstar
61,88.26,elstar
62,92.46,elstar
62,88.88,elstar
62,91.04,elstar
62,92.27,elstar
62,93.99,elstar
62,91.47,elstar
62,91.11,elstar
62,94.85,elstar
62,92.43,elstar
62,96.13,elstar
62,92.63,elstar
62,93.39,elstar
62,96.4,elstar
63,95.46,elstar
63,96.46,elstar
63,100.29,elstar
63,94.03,elstar
63,94.93,elstar
63,100.14,elstar
63,94.13,elstar
63,94.17,elstar
63,98.56,elstar
63,95.65,elstar
63,93.93,elstar
63,99.17,elstar
63,101.14,elstar
63,97.91,elstar
64,104.48,elstar
64,100.86,elstar
64,98.67,elstar
64,100.21,elstar
64,102.96,elstar
64,100.67,elstar
64,98.64,elstar
64,101.85,elstar
64,99.78,elstar
64,100.29,elstar
64,99.47,elstar
64,93.75,elstar
64,102.26,elstar
64,106.63,elstar
64,102.31,elstar
65,103.24,elstar
65,102.92,elstar
65,104.11,elstar
65,110.06,elstar
65,108.45,elstar
66,110.77,elstar
66,107.67,elstar
66,107.22,elstar
66,111.08,elstar
66,110.11,elstar
66,110.56,elstar
66,116.27,elstar
66,113.6,elstar
67,114.16,elstar
67,109.8,elstar
67,110.38,elstar
67,110.27,elstar
67,111.24,elstar
68,119.49,elstar
69,118.42,elstar
69,128.29,elstar
70,130.37,elstar
72,136.63,elstar
57,73.09,elstar
58,79.62,elstar
58,69.53,elstar
59,83.74,elstar
60,88.25,elstar
60,89.83,elstar
60,90.37,elstar
62,86.1,elstar
62,96.99,elstar
62,95.87,elstar
62,97.14,elstar
62,90.13,elstar
62,97.78,elstar
63,103.14,elstar
63,101.31,elstar
64,96.9,elstar
64,89.42,elstar
64,102.74,elstar
64,103.5,elstar
64,104.31,elstar
64,99.81,elstar
65,102.1,elstar
65,110.32,elstar
65,108.1,elstar
65,110.28,elstar
65,112.78,elstar
65,111.5,elstar
65,108.46,elstar
65,111.08,elstar
65,109.42,elstar
66,113.93,elstar
66,112.61,elstar
67,113.07,elstar
67,118.35,elstar
67,122.32,elstar
67,119.49,elstar
67,113.12,elstar
67,109.97,elstar
67,113.93,elstar
67,114.77,elstar
67,116.17,elstar
67,118.15,elstar
68,121.76,elstar
68,116.2,elstar
68,119.04,elstar
68,124.23,elstar
68,125.01,elstar
68,123.9,elstar
68,109.29,elstar
68,114.66,elstar
68,124.87,elstar
68,117.52,elstar
68,124.64,elstar
68,130.56,elstar
68,124.66,elstar
68,127.73,elstar
68,133.51,elstar
68,125.92,elstar
69,126.55,elstar
70,130.25,elstar
70,120.22,elstar
70,136.31,elstar
70,134.58,elstar
70,132.29,elstar
70,132.39,elstar
70,121.84,elstar
71,133.77,elstar
71,137,elstar
71,138.48,elstar
71,126.64,elstar
71,134.33,elstar
72,138.24,elstar
72,138.66,elstar
72,140.15,elstar
73,140.08,elstar
73,142.27,elstar
73,152.67,elstar
73,151.92,elstar
73,147.18,elstar
74,151.98,elstar
74,152.12,elstar
75,137.9,elstar
75,121.5,elstar
75,160.16,elstar
75,160.1,elstar
75,164.49,elstar
77,164.03,elstar
78,171.36,elstar
78,179.99,elstar
30,12.28,elstar
55,64.12,elstar
56,66.78,elstar
57,71.46,elstar
59,80.44,elstar
59,82.03,elstar
59,80.99,elstar
60,87.45,elstar
60,87.11,elstar
60,89.1,elstar
60,89.69,elstar
60,87.25,elstar
60,84.68,elstar
61,90.27,elstar
61,90.69,elstar
61,89.7,elstar
61,98.12,elstar
62,96.17,elstar
62,93.01,elstar
62,94.03,elstar
62,91.92,elstar
62,95.73,elstar
63,93.25,elstar
63,99.56,elstar
63,94.58,elstar
63,94.95,elstar
63,96,elstar
64,101.8,elstar
64,96.7,elstar
64,96.47,elstar
64,98.83,elstar
64,100.28,elstar
64,101.13,elstar
64,103.22,elstar
64,103.37,elstar
64,109.7,elstar
64,101.99,elstar
64,106.58,elstar
65,101.08,elstar
65,102.11,elstar
65,103.43,elstar
65,105.68,elstar
65,108.36,elstar
65,107.29,elstar
65,107.14,elstar
65,108.23,elstar
65,107.67,elstar
65,105.65,elstar
65,107.67,elstar
65,109.21,elstar
66,107.47,elstar
66,106.53,elstar
66,110.56,elstar
66,114.31,elstar
66,106.35,elstar
66,111.16,elstar
66,111.21,elstar
66,116.46,elstar
66,109.69,elstar
67,111.16,elstar
67,111.94,elstar
67,112.85,elstar
67,117.44,elstar
67,115.66,elstar
67,115.93,elstar
67,111.62,elstar
67,113.8,elstar
67,114.52,elstar
67,114.78,elstar
67,114.81,elstar
67,113.59,elstar
67,112.92,elstar
67,116.43,elstar
67,122.37,elstar
67,120.69,elstar
67,120.21,elstar
67,118.36,elstar
68,119.7,elstar
68,117.76,elstar
68,124.49,elstar
68,121,elstar
68,126.93,elstar
68,124.08,elstar
68,127.68,elstar
69,126.41,elstar
69,128.74,elstar
69,125.75,elstar
69,122.95,elstar
69,124.44,elstar
69,128.62,elstar
69,125.51,elstar
69,128.33,elstar
69,121.13,elstar
69,131.15,elstar
69,129.47,elstar
70,132.24,elstar
70,127.32,elstar
70,138.4,elstar
70,128.01,elstar
70,135.91,elstar
70,135.62,elstar
70,132.47,elstar
70,129.66,elstar
70,131.92,elstar
71,135.58,elstar
71,133.58,elstar
71,136.45,elstar
71,132.1,elstar
72,140.29,elstar
72,141.68,elstar
72,144.04,elstar
72,138.54,elstar
72,145.08,elstar
73,141.82,elstar
73,144.09,elstar
73,151.15,elstar
56,71.67,elstar
56,74.45,elstar
58,80.65,elstar
59,87.26,elstar
60,89.38,elstar
60,89.74,elstar
61,93.66,elstar
62,96.61,elstar
62,95.94,elstar
62,98.18,elstar
63,98.14,elstar
63,105.93,elstar
64,107.1,elstar
64,103.14,elstar
64,105.37,elstar
65,110.77,elstar
65,111.09,elstar
65,109.17,elstar
65,107.17,elstar
65,113.93,elstar
66,116.21,elstar
66,116.09,elstar
66,117.75,elstar
66,116.91,elstar
67,121.6,elstar
67,120.83,elstar
67,122.92,elstar
67,134.84,elstar
67,123.13,elstar
67,116.05,elstar
67,122.93,elstar
67,121.45,elstar
67,119.68,elstar
67,124.24,elstar
67,124.75,elstar
68,122.35,elstar
68,128.37,elstar
68,129.59,elstar
68,126.24,elstar
68,128.44,elstar
68,129.28,elstar
68,128.74,elstar
70,135.67,elstar
70,136.3,elstar
71,136.18,elstar
71,138.34,elstar
71,143.83,elstar
72,147.95,elstar
72,139.21,elstar
73,148.27,elstar
73,153.73,elstar
75,159.59,elstar
55,68.89,elstar
56,71.49,elstar
58,75.94,elstar
59,79.04,elstar
60,88.82,elstar
62,97.08,elstar
62,93.28,elstar
62,95.75,elstar
62,98.57,elstar
62,93.22,elstar
63,99.82,elstar
63,100.56,elstar
63,103.07,elstar
63,97.61,elstar
64,97.84,elstar
64,100.69,elstar
64,106.71,elstar
64,105.2,elstar
64,108.05,elstar
65,107.91,elstar
65,113.24,elstar
66,112.7,elstar
66,113.12,elstar
66,113.59,elstar
67,118.23,elstar
67,112.2,elstar
67,118.28,elstar
67,117.72,elstar
68,125.27,elstar
68,121.32,elstar
68,133.27,elstar
68,126.02,elstar
69,126.38,elstar
69,120.75,elstar
69,126.56,elstar
69,130.18,elstar
69,128.03,elstar
69,129.36,elstar
69,129.12,elstar
70,128.66,elstar
70,127.8,elstar
70,137.34,elstar
70,131.1,elstar
70,128.71,elstar
70,129.3,elstar
71,135.37,elstar
72,141.48,elstar
72,141.3,elstar
72,143.77,elstar
72,148.5,elstar
72,144.6,elstar
73,141.57,elstar
73,152.89,elstar
73,152.53,elstar
73,150.23,elstar
73,151.33,elstar
74,158.3,elstar
74,145.72,elstar
74,161.28,elstar
74,148.84,elstar
75,150.79,elstar
75,158.94,elstar
75,158.95,elstar
76,164.27,elstar
76,166.87,elstar
76,165.68,elstar
78,170.17,elstar
80,183.26,elstar
54,65.53,elstar
56,68.17,elstar
57,74.11,elstar
60,82.72,elstar
60,89.93,elstar
60,81.9,elstar
61,91.47,elstar
61,92.14,elstar
61,90.81,elstar
61,92.34,elstar
61,90.95,elstar
62,91.11,elstar
62,96.92,elstar
62,94.35,elstar
63,92.23,elstar
64,102.63,elstar
64,98.33,elstar
64,100.32,elstar
64,100.41,elstar
64,109.73,elstar
64,107.94,elstar
64,103.3,elstar
64,103.37,elstar
64,105.12,elstar
65,107.95,elstar
65,106.66,elstar
65,106.5,elstar
65,108.4,elstar
65,108.63,elstar
65,107.6,elstar
65,106.09,elstar
65,112.3,elstar
66,109.84,elstar
66,113.56,elstar
66,110.99,elstar
66,111.26,elstar
66,110.47,elstar
67,116.62,elstar
67,117.05,elstar
67,116.72,elstar
67,115.82,elstar
67,115.87,elstar
67,112.69,elstar
67,110.94,elstar
67,115.93,elstar
67,118.16,elstar
67,121.56,elstar
67,116.61,elstar
67,119.05,elstar
67,120.03,elstar
67,121.21,elstar
67,118.54,elstar
67,118.58,elstar
68,120.85,elstar
68,121.97,elstar
68,123.49,elstar
68,129.72,elstar
68,127.95,elstar
68,124.18,elstar
68,125.66,elstar
70,133.76,elstar
70,130.85,elstar
70,131.26,elstar
70,125.07,elstar
70,141.99,elstar
70,131.81,elstar
70,137.55,elstar
70,132.28,elstar
70,131.78,elstar
70,130.06,elstar
70,136.12,elstar
71,129.15,elstar
72,140.99,elstar
73,144.82,elstar
73,152.08,elstar
73,150.37,elstar
73,150.73,elstar
74,161.05,elstar
75,160.4,elstar
78,186.6,elstar
52,56.26,elstar
52,56.48,elstar
53,57.45,elstar
53,62.43,elstar
54,64.15,elstar
55,67.2,elstar
56,70.93,elstar
57,73.86,elstar
57,78.27,elstar
57,73.84,elstar
57,73.18,elstar
59,79.5,elstar
59,82.24,elstar
59,83.18,elstar
59,80.78,elstar
59,76.54,elstar
60,89.58,elstar
60,87.17,elstar
60,87.79,elstar
60,89.69,elstar
60,90.39,elstar
60,80.84,elstar
61,89.84,elstar
61,86.66,elstar
62,96.01,elstar
62,94.73,elstar
62,92.49,elstar
63,100.94,elstar
64,109.57,elstar
64,95.2,elstar
64,105.48,elstar
65,104.73,elstar
65,105.07,elstar
65,112.06,elstar
67,115.36,elstar
67,117.72,elstar
67,116.49,elstar
67,117.73,elstar
67,116.3,elstar
68,113.49,elstar
68,120.08,elstar
68,126.96,elstar
71,134.29,elstar
72,138.54,elstar
72,141.66,elstar
72,134.32,elstar
72,134.29,elstar
72,139.33,elstar
73,151.09,elstar
75,152.35,elstar
59,85.34,elstar
60,91.54,elstar
63,99.94,elstar
64,105.83,elstar
65,105.35,elstar
65,108.87,elstar
66,113.84,elstar
67,122.47,elstar
67,121.91,elstar
67,121.18,elstar
67,125.92,elstar
68,122.29,elstar
68,127.89,elstar
68,127.16,elstar
69,128.64,elstar
69,128.43,elstar
69,128.11,elstar
69,134.76,elstar
69,125.78,elstar
70,136.25,elstar
70,136.69,elstar
70,140.03,elstar
70,140.27,elstar
71,145.51,elstar
71,143.5,elstar
71,149.23,elstar
71,140.91,elstar
73,150.59,elstar
73,154.55,elstar
73,161.53,elstar
74,161.64,elstar
75,170.16,elstar
57,70.7,elstar
61,94.85,elstar
61,86.78,elstar
63,98.49,elstar
63,93.55,elstar
63,93.87,elstar
65,103.96,elstar
65,109.82,elstar
66,111.51,elstar
66,110.92,elstar
66,108.69,elstar
66,114.24,elstar
66,112.71,elstar
66,117.13,elstar
66,110.2,elstar
67,115.89,elstar
67,115.99,elstar
67,116.38,elstar
67,114.92,elstar
67,115.7,elstar
67,118,elstar
67,122.6,elstar
67,121.33,elstar
68,114,elstar
68,119.78,elstar
68,119.08,elstar
68,121.72,elstar
68,126.51,elstar
68,119.52,elstar
68,124.31,elstar
69,125,elstar
69,126.64,elstar
70,133.75,elstar
70,131.68,elstar
70,131.14,elstar
70,131.37,elstar
70,137.22,elstar
71,138.31,elstar
71,137.91,elstar
71,138,elstar
71,140.84,elstar
71,140.3,elstar
72,144.14,elstar
72,145.73,elstar
72,143.54,elstar
73,146.48,elstar
74,150.08,elstar
75,161.99,elstar
52,57.1,elstar
53,61.66,elstar
53,59.96,elstar
58,78.44,elstar
59,82.12,elstar
59,81.76,elstar
60,88.08,elstar
61,87.1,elstar
62,92.16,elstar
64,105.39,elstar
64,107,elstar
64,104.59,elstar
65,107.02,elstar
65,109.89,elstar
65,104.99,elstar
65,113.19,elstar
65,109.94,elstar
65,106.78,elstar
66,116.1,elstar
66,111.57,elstar
66,118.36,elstar
66,117.59,elstar
66,120.25,elstar
67,116.76,elstar
67,122.68,elstar
67,121.61,elstar
67,120.92,elstar
67,115.16,elstar
68,120.37,elstar
68,128.25,elstar
68,124.3,elstar
68,121.41,elstar
69,127.61,elstar
69,130.09,elstar
69,127.67,elstar
69,132.68,elstar
69,132.74,elstar
70,133.67,elstar
70,133.22,elstar
70,136.36,elstar
70,135.63,elstar
70,133.17,elstar
71,139.2,elstar
71,142.72,elstar
71,134.72,elstar
71,134.56,elstar
71,140.42,elstar
72,147.08,elstar
73,147.84,elstar
73,153.49,elstar
73,148.74,elstar
74,154.94,elstar
75,158.12,elstar
75,163.36,elstar
77,185.08,elstar
77,173.32,elstar
65,112.52,elstar
66,118.19,elstar
66,122.13,elstar
66,115.06,elstar
67,114.39,elstar
67,117.1,elstar
67,122.36,elstar
67,119.37,elstar
67,126.79,elstar
68,126.19,elstar
68,125.52,elstar
68,123.98,elstar
68,127.29,elstar
68,130.56,elstar
70,142.08,elstar
71,138.08,elstar
71,138.73,elstar
71,138.09,elstar
72,146.27,elstar
73,156.93,elstar
73,145.09,elstar
54,69.53,elstar
58,79.73,elstar
59,84.93,elstar
59,88.47,elstar
60,88.53,elstar
60,93.52,elstar
61,93.12,elstar
61,89.14,elstar
62,99.01,elstar
62,97.41,elstar
63,98.63,elstar
63,101.72,elstar
63,100.92,elstar
63,99.21,elstar
64,101.03,elstar
64,110.17,elstar
64,106.54,elstar
64,107.52,elstar
64,104.83,elstar
64,110.71,elstar
65,111.86,elstar
66,108.59,elstar
66,113.85,elstar
66,116.33,elstar
67,118.99,elstar
67,114.11,elstar
69,129.84,elstar
69,133.79,elstar
69,130.44,elstar
69,124.25,elstar
70,135.27,elstar
70,133.45,elstar
70,131.47,elstar
71,137.61,elstar
72,139.8,elstar
73,114.32,elstar
74,151.71,elstar
75,171.93,elstar
75,173.96,elstar
79,182.74,elstar
50,51.84,elstar
51,52.96,elstar
52,57.25,elstar
52,56.63,elstar
55,67.77,elstar
55,66.05,elstar
56,67.65,elstar
57,73.9,elstar
57,71.15,elstar
57,77.19,elstar
58,75.36,elstar
58,74.8,elstar
58,78.5,elstar
59,78.76,elstar
59,77.11,elstar
59,80.21,elstar
59,80.53,elstar
59,86.68,elstar
60,84.9,elstar
60,89.52,elstar
60,82.98,elstar
60,83.66,elstar
61,85.31,elstar
61,90.44,elstar
61,89.44,elstar
61,89.95,elstar
61,86.89,elstar
62,101.3,elstar
62,96.94,elstar
62,93.3,elstar
63,100.92,elstar
64,100.68,elstar
64,102.97,elstar
64,102.6,elstar
64,101.08,elstar
64,101.37,elstar
64,102.72,elstar
65,108.45,elstar
65,103.68,elstar
65,103.21,elstar
66,106.92,elstar
66,105.61,elstar
66,114.05,elstar
66,115.74,elstar
66,110.49,elstar
67,111.71,elstar
67,113.45,elstar
67,115.28,elstar
67,117.5,elstar
67,115.91,elstar
67,113.48,elstar
67,117.11,elstar
67,122.02,elstar
68,126.3,elstar
68,123.51,elstar
68,127.16,elstar
69,124.84,elstar
69,123.5,elstar
69,126.2,elstar
69,128.1,elstar
70,127.68,elstar
70,135.77,elstar
72,139.63,elstar
48,43.06,elstar
49,48.58,elstar
55,63.28,elstar
56,68.56,elstar
56,65.32,elstar
56,69.01,elstar
57,72.61,elstar
58,78.44,elstar
59,83.88,elstar
60,83.76,elstar
60,81.39,elstar
60,84.67,elstar
60,86.17,elstar
60,84.95,elstar
60,88.51,elstar
60,84.08,elstar
60,85.87,elstar
60,80.64,elstar
60,80.97,elstar
61,84.94,elstar
61,92.58,elstar
61,91.48,elstar
62,93.26,elstar
62,92.07,elstar
62,89.77,elstar
62,98.02,elstar
62,94.85,elstar
62,95.45,elstar
62,93.98,elstar
62,93.89,elstar
62,96.67,elstar
62,91.14,elstar
63,94.05,elstar
63,98.09,elstar
63,97.7,elstar
63,100.33,elstar
63,101.8,elstar
64,92.4,elstar
64,100.62,elstar
64,96.39,elstar
64,103.36,elstar
64,108.41,elstar
64,100.82,elstar
64,99.06,elstar
64,104.68,elstar
64,100.79,elstar
64,100.67,elstar
64,107.31,elstar
64,98.73,elstar
65,106.14,elstar
65,104.68,elstar
65,103.82,elstar
65,110.39,elstar
65,108.86,elstar
65,106.86,elstar
65,111.7,elstar
65,107.58,elstar
65,103.95,elstar
65,110.21,elstar
65,108.88,elstar
66,104.69,elstar
66,114.81,elstar
66,111.48,elstar
66,117.84,elstar
67,106.57,elstar
67,116.1,elstar
67,113.58,elstar
67,112.79,elstar
67,118.69,elstar
67,117.43,elstar
67,115.17,elstar
67,114.36,elstar
67,118.03,elstar
67,120.6,elstar
67,117.82,elstar
67,119.54,elstar
68,119.64,elstar
68,117.97,elstar
68,117.93,elstar
68,118.27,elstar
68,120.08,elstar
68,124.19,elstar
68,120.4,elstar
68,119.74,elstar
68,118.22,elstar
68,119.38,elstar
69,125.56,elstar
69,127.65,elstar
69,120.3,elstar
69,130.08,elstar
69,126.78,elstar
69,129.78,elstar
69,128.26,elstar
69,123.92,elstar
70,128.48,elstar
70,128.13,elstar
70,129.26,elstar
70,130.94,elstar
70,130.53,elstar
70,133.66,elstar
70,132.81,elstar
70,134.78,elstar
71,134.24,elstar
71,137.21,elstar
71,134.99,elstar
71,130.11,elstar
72,146.49,elstar
72,141.73,elstar
72,141.85,elstar
72,142.52,elstar
72,137.07,elstar
72,141.91,elstar
73,143.28,elstar
73,143.26,elstar
73,144.67,elstar
73,152.34,elstar
73,145.3,elstar
74,159.54,elstar
74,155.4,elstar
74,149.31,elstar
75,153.71,elstar
76,161.73,elstar
79,175.3,elstar
57,79.67,elstar
60,80.18,elstar
61,87.92,elstar
64,100,elstar
64,93.38,elstar
64,100.33,elstar
65,105.73,elstar
66,115.54,elstar
66,111.76,elstar
67,110.57,elstar
67,118.54,elstar
68,113.31,elstar
69,122.44,elstar
69,124.39,elstar
69,129.73,elstar
70,135.47,elstar
70,127.8,elstar
71,131.69,elstar
71,132.4,elstar
71,138.01,elstar
71,139.11,elstar
71,135.06,elstar
72,136.14,elstar
72,139.72,elstar
72,136.84,elstar
72,141.84,elstar
72,150.7,elstar
72,144.83,elstar
73,141.14,elstar
73,152.25,elstar
73,152.56,elstar
73,143.64,elstar
73,139.8,elstar
73,143.66,elstar
73,148.32,elstar
73,140.33,elstar
73,149.8,elstar
73,146.48,elstar
73,140.22,elstar
73,149.37,elstar
74,148.65,elstar
74,154.95,elstar
74,159.52,elstar
74,145.56,elstar
74,159.52,elstar
74,141.11,elstar
74,152.48,elstar
74,159.64,elstar
74,155.55,elstar
75,157.01,elstar
75,150.24,elstar
75,151.3,elstar
75,161.29,elstar
75,152.46,elstar
75,164.88,elstar
75,162.36,elstar
75,153.54,elstar
75,158.99,elstar
75,164.57,elstar
75,162.43,elstar
75,163.29,elstar
76,159.49,elstar
76,159.23,elstar
76,170.13,elstar
76,164.53,elstar
76,163.63,elstar
76,171.46,elstar
76,163.11,elstar
77,174.34,elstar
77,171.33,elstar
77,173.36,elstar
77,174.57,elstar
77,180.91,elstar
77,175.63,elstar
77,175.7,elstar
77,176.49,elstar
78,176.93,elstar
78,175.7,elstar
78,171.32,elstar
78,176.88,elstar
78,174.43,elstar
78,174.8,elstar
79,184.21,elstar
79,179.24,elstar
80,189.16,elstar
80,199.54,elstar
80,191.81,elstar
80,191.64,elstar
81,196.32,elstar
81,194.42,elstar
81,191.05,elstar
81,198.2,elstar
81,203.26,elstar
81,194.85,elstar
81,195.04,elstar
83,209.32,elstar
83,211.45,elstar
83,207.42,elstar
83,211.17,elstar
83,215.04,elstar
83,222.22,elstar
34,18.65,elstar
48,43.18,elstar
51,51.9,elstar
53,59.47,elstar
57,71,elstar
58,79.61,elstar
60,92.22,elstar
60,79.59,elstar
61,90.09,elstar
61,93.17,elstar
61,84.44,elstar
61,90.2,elstar
61,88.07,elstar
62,93.66,elstar
62,93.37,elstar
62,95.43,elstar
62,89.14,elstar
62,94.88,elstar
62,96.75,elstar
63,100.5,elstar
63,101.7,elstar
63,97.54,elstar
63,97.93,elstar
63,96.13,elstar
63,94.46,elstar
63,95.83,elstar
64,104.59,elstar
64,101.86,elstar
64,102.01,elstar
64,100.85,elstar
64,108.65,elstar
65,108.78,elstar
65,99.15,elstar
65,102.12,elstar
65,102.55,elstar
65,103.18,elstar
65,110.44,elstar
65,102.41,elstar
65,102.75,elstar
65,104.88,elstar
66,105.95,elstar
66,105.75,elstar
66,103.59,elstar
66,113.29,elstar
66,107.75,elstar
66,111.31,elstar
66,104.02,elstar
66,112.35,elstar
66,115.39,elstar
66,111.29,elstar
66,109.2,elstar
66,111.99,elstar
66,116.61,elstar
66,114.07,elstar
66,107.2,elstar
66,112.28,elstar
67,110.14,elstar
67,112.7,elstar
67,110.58,elstar
67,118.24,elstar
67,111.22,elstar
67,110.38,elstar
67,116.33,elstar
67,115.96,elstar
67,114.81,elstar
67,115.06,elstar
67,110.75,elstar
67,114.76,elstar
67,123.13,elstar
67,114.74,elstar
67,112.21,elstar
67,121.66,elstar
67,112.19,elstar
67,118.89,elstar
67,120.16,elstar
67,118.6,elstar
67,121.62,elstar
67,116.76,elstar
67,114.42,elstar
68,116.35,elstar
68,120.24,elstar
68,119.62,elstar
68,124.58,elstar
68,117.46,elstar
68,118.94,elstar
68,120.99,elstar
68,122.98,elstar
68,119.48,elstar
68,118.64,elstar
68,111.87,elstar
68,123.75,elstar
68,124.64,elstar
68,123.34,elstar
68,121.62,elstar
68,120.35,elstar
68,121.18,elstar
68,120.26,elstar
69,125.99,elstar
69,126.69,elstar
69,127.95,elstar
69,125.23,elstar
69,131.35,elstar
69,124.48,elstar
69,127.07,elstar
69,122.78,elstar
69,122.73,elstar
69,118.47,elstar
69,118.21,elstar
69,131.53,elstar
69,107.17,elstar
69,122.1,elstar
69,125.08,elstar
69,130.52,elstar
69,135.17,elstar
69,122.02,elstar
70,129.62,elstar
70,135.9,elstar
70,131.87,elstar
70,123.87,elstar
70,130.41,elstar
70,128.19,elstar
70,134.32,elstar
70,134.22,elstar
70,129.95,elstar
70,134.93,elstar
70,128.17,elstar
70,132.09,elstar
71,136.57,elstar
71,141.71,elstar
71,136.41,elstar
71,136.32,elstar
71,140.71,elstar
71,134.28,elstar
71,129.56,elstar
