weight,diameter,TreeID
100.33,63,20
101.80,63,20
92.40,64,20
100.62,64,20
96.39,64,20
103.36,64,20
108.41,64,20
100.82,64,20
99.06,64,20
104.68,64,20
100.79,64,20
100.67,64,20
107.31,64,20
98.73,64,20
106.14,65,20
104.68,65,20
103.82,65,20
110.39,65,20
108.86,65,20
106.86,65,20
111.70,65,20
107.58,65,20
103.95,65,20
110.21,65,20
108.88,65,20
104.69,66,20
114.81,66,20
111.48,66,20
117.84,66,20
106.57,67,20
116.10,67,20
113.58,67,20
112.79,67,20
118.69,67,20
117.43,67,20
115.17,67,20
114.36,67,20
118.03,67,20
120.60,67,20
117.82,67,20
119.54,67,20
119.64,68,20
117.97,68,20
117.93,68,20
118.27,68,20
120.08,68,20
124.19,68,20
120.40,68,20
119.74,68,20
118.22,68,20
119.38,68,20
125.56,69,20
127.65,69,20
120.30,69,20
130.08,69,20
126.78,69,20
129.78,69,20
128.26,69,20
123.92,69,20
128.48,70,20
128.13,70,20
129.26,70,20
130.94,70,20
130.53,70,20
133.66,70,20
132.81,70,20
134.78,70,20
134.24,71,20
137.21,71,20
134.99,71,20
130.11,71,20
146.49,72,20
141.73,72,20
141.85,72,20
142.52,72,20
137.07,72,20
141.91,72,20
143.28,73,20
143.26,73,20
144.67,73,20
152.34,73,20
145.30,73,20
159.54,74,20
155.40,74,20
149.31,74,20
153.71,75,20
161.73,76,20
175.30,79,20
79.67,57,21
80.18,60,21
87.92,61,21
100.00,64,21
93.38,64,21
100.33,64,21
105.73,65,21
115.54,66,21
111.76,66,21
110.57,67,21
118.54,67,21
113.31,68,21
122.44,69,21
124.39,69,21
129.73,69,21
135.47,70,21
127.80,70,21
131.69,71,21
132.40,71,21
138.01,71,21
139.11,71,21
135.06,71,21
136.14,72,21
139.72,72,21
136.84,72,21
141.84,72,21
150.70,72,21
144.83,72,21
141.14,73,21
152.25,73,21
152.56,73,21
143.64,73,21
139.80,73,21
143.66,73,21
148.32,73,21
140.33,73,21
149.80,73,21
146.48,73,21
140.22,73,21
149.37,73,21
148.65,74,21
154.95,74,21
159.52,74,21
145.56,74,21
159.52,74,21
141.11,74,21
152.48,74,21
159.64,74,21
155.55,74,21
157.01,75,21
150.24,75,21
151.30,75,21
161.29,75,21
152.46,75,21
164.88,75,21
162.36,75,21
153.54,75,21
158.99,75,21
164.57,75,21
162.43,75,21
163.29,75,21
159.49,76,21
159.23,76,21
170.13,76,21
164.53,76,21
163.63,76,21
171.46,76,21
163.11,76,21
174.34,77,21
171.33,77,21
173.36,77,21
174.57,77,21
180.91,77,21
175.63,77,21
175.70,77,21
176.49,77,21
176.93,78,21
175.70,78,21
171.32,78,21
176.88,78,21
174.43,78,21
174.80,78,21
184.21,79,21
179.24,79,21
189.16,80,21
199.54,80,21
191.81,80,21
191.64,80,21
196.32,81,21
194.42,81,21
191.05,81,21
198.20,81,21
203.26,81,21
194.85,81,21
195.04,81,21
209.32,83,21
211.45,83,21
207.42,83,21
211.17,83,21
215.04,83,21
222.22,83,21
18.65,34,22
43.18,48,22
51.90,51,22
59.47,53,22
71.00,57,22
79.61,58,22
92.22,60,22
79.59,60,22
90.09,61,22
93.17,61,22
84.44,61,22
90.20,61,22
88.07,61,22
93.66,62,22
93.37,62,22
95.43,62,22
89.14,62,22
94.88,62,22
96.75,62,22
100.50,63,22
101.70,63,22
97.54,63,22
97.93,63,22
96.13,63,22
94.46,63,22
95.83,63,22
104.59,64,22
101.86,64,22
102.01,64,22
100.85,64,22
108.65,64,22
108.78,65,22
99.15,65,22
102.12,65,22
102.55,65,22
103.18,65,22
110.44,65,22
102.41,65,22
102.75,65,22
104.88,65,22
105.95,66,22
105.75,66,22
103.59,66,22
113.29,66,22
107.75,66,22
111.31,66,22
104.02,66,22
112.35,66,22
115.39,66,22
111.29,66,22
109.20,66,22
111.99,66,22
116.61,66,22
114.07,66,22
107.20,66,22
112.28,66,22
110.14,67,22
112.70,67,22
110.58,67,22
118.24,67,22
111.22,67,22
110.38,67,22
116.33,67,22
115.96,67,22
114.81,67,22
115.06,67,22
110.75,67,22
114.76,67,22
123.13,67,22
114.74,67,22
112.21,67,22
121.66,67,22
112.19,67,22
118.89,67,22
120.16,67,22
118.60,67,22
121.62,67,22
116.76,67,22
114.42,67,22
116.35,68,22
120.24,68,22
119.62,68,22
124.58,68,22
117.46,68,22
118.94,68,22
120.99,68,22
122.98,68,22
119.48,68,22
118.64,68,22
111.87,68,22
123.75,68,22
124.64,68,22
123.34,68,22
121.62,68,22
120.35,68,22
121.18,68,22
120.26,68,22
125.99,69,22
126.69,69,22
127.95,69,22
125.23,69,22
131.35,69,22
124.48,69,22
127.07,69,22
122.78,69,22
122.73,69,22
118.47,69,22
118.21,69,22
131.53,69,22
107.17,69,22
122.10,69,22
125.08,69,22
130.52,69,22
135.17,69,22
122.02,69,22
129.62,70,22
135.90,70,22
131.87,70,22
123.87,70,22
130.41,70,22
128.19,70,22
134.32,70,22
134.22,70,22
129.95,70,22
134.93,70,22
128.17,70,22
132.09,70,22
136.57,71,22
141.71,71,22
136.41,71,22
136.32,71,22
140.71,71,22
134.28,71,22
129.56,71,22
128.03,71,22
140.22,71,22
132.73,71,22
133.64,71,22
133.07,71,22
140.33,71,22
134.68,71,22
138.51,72,22
137.15,72,22
140.29,72,22
143.64,72,22
138.10,72,22
137.38,72,22
143.44,72,22
145.02,72,22
143.27,72,22
142.16,72,22
149.30,73,22
148.81,73,22
139.97,73,22
142.05,73,22
150.00,73,22
143.23,73,22
151.29,73,22
159.26,74,22
142.59,74,22
144.76,74,22
157.00,74,22
151.02,74,22
148.24,74,22
147.64,74,22
151.13,74,22
164.85,74,22
163.09,74,22
150.63,74,22
156.56,75,22
161.31,75,22
154.81,75,22
168.03,75,22
160.92,76,22
158.79,76,22
155.71,76,22
153.26,76,22
161.07,77,22
162.91,77,22
170.07,77,22
186.61,79,22
174.64,79,22
173.79,79,22
184.23,79,22
188.99,80,22
55.92,53,23
86.02,60,23
103.72,64,23
97.28,65,23
109.80,67,23
118.13,70,23
145.36,72,23
137.09,72,23
136.87,73,23
149.39,73,23
148.94,74,23
148.45,74,23
149.96,74,23
156.69,75,23
175.85,78,23
195.05,81,23
198.45,83,23
208.34,84,23
221.38,86,23
226.82,86,23
239.72,88,23
243.70,88,23
264.55,88,23
253.98,88,23
19.34,36,24
36.03,45,24
54.65,49,24
53.43,53,24
58.14,55,24
54.69,57,24
73.42,57,24
64.62,57,24
71.49,58,24
72.60,58,24
76.22,59,24
76.03,59,24
73.69,59,24
78.09,59,24
80.10,60,24
85.61,63,24
94.32,63,24
94.94,64,24
94.39,64,24
94.93,64,24
98.41,64,24
108.08,66,24
116.47,67,24
111.36,67,24
115.41,67,24
108.28,67,24
94.93,67,24
115.55,68,24
111.78,68,24
117.77,68,24
121.80,69,24
118.02,69,24
122.40,69,24
106.88,69,24
124.29,69,24
122.65,69,24
129.03,70,24
120.47,70,24
125.02,70,24
126.64,70,24
125.64,70,24
120.46,70,24
133.83,71,24
136.77,71,24
132.82,71,24
127.50,71,24
133.72,71,24
127.92,71,24
139.82,71,24
126.61,71,24
138.93,72,24
137.96,72,24
130.64,72,24
133.71,72,24
144.21,72,24
142.29,72,24
128.66,72,24
140.73,72,24
140.44,73,24
146.39,73,24
148.57,73,24
141.39,73,24
145.18,73,24
151.28,74,24
145.69,74,24
138.11,74,24
154.57,74,24
141.13,74,24
143.94,74,24
145.06,74,24
145.78,74,24
152.95,74,24
145.38,74,24
146.04,74,24
148.59,74,24
148.71,74,24
157.74,75,24
157.33,75,24
154.48,75,24
155.89,75,24
162.78,75,24
158.47,75,24
161.50,75,24
165.90,75,24
158.04,75,24
158.22,75,24
143.73,75,24
161.10,76,24
156.82,76,24
161.85,76,24
155.29,76,24
162.70,76,24
166.93,76,24
172.21,76,24
165.66,76,24
156.38,77,24
168.65,77,24
164.95,77,24
166.85,78,24
178.11,78,24
168.17,78,24
172.50,78,24
170.46,78,24
180.96,79,24
181.26,79,24
169.69,79,24
194.41,80,24
168.37,81,24
200.65,81,24
186.82,81,24
200.06,82,24
205.76,82,24
203.35,83,24
218.54,84,24
226.70,85,24
232.24,87,24
246.62,92,24
82.47,60,25
91.40,62,25
127.63,69,25
127.44,69,25
121.23,70,25
139.26,70,25
174.34,78,25
207.50,80,25
208.58,81,25
223.63,85,25
241.91,85,25
253.55,88,25
242.41,88,25
21.57,35,26
24.21,39,26
25.54,39,26
29.85,41,26
113.76,66,26
107.91,67,26
130.05,69,26
134.52,69,26
122.57,69,26
145.84,69,26
130.89,71,26
132.00,71,26
135.70,71,26
141.02,71,26
134.04,71,26
140.33,72,26
136.53,72,26
134.09,72,26
135.21,73,26
149.69,73,26
141.92,73,26
143.38,73,26
146.30,73,26
150.38,74,26
141.04,74,26
145.72,74,26
158.59,74,26
150.80,74,26
157.65,75,26
148.55,75,26
160.18,75,26
165.15,76,26
164.58,76,26
157.89,76,26
160.90,76,26
160.79,76,26
160.07,76,26
168.67,77,26
168.92,77,26
172.96,77,26
173.14,78,26
166.36,78,26
190.07,80,26
191.42,80,26
197.77,80,26
188.21,80,26
193.68,81,26
213.59,84,26
205.47,84,26
221.25,85,26
228.99,85,26
230.42,88,26
28.79,40,27
50.29,51,27
59.06,53,27
57.78,54,27
63.50,55,27
64.47,55,27
66.05,55,27
76.37,58,27
80.97,59,27
84.84,60,27
80.18,60,27
84.99,60,27
86.86,60,27
85.67,61,27
81.74,61,27
94.93,62,27
89.76,62,27
95.97,62,27
90.15,62,27
91.18,62,27
86.83,62,27
92.21,62,27
97.19,63,27
94.93,63,27
96.74,63,27
94.87,63,27
97.63,63,27
98.55,63,27
101.64,64,27
104.27,64,27
104.94,64,27
101.10,64,27
98.29,64,27
99.86,64,27
101.25,64,27
100.64,64,27
97.21,64,27
102.41,64,27
104.23,65,27
98.48,65,27
98.82,65,27
112.58,65,27
106.03,65,27
109.88,66,27
108.91,66,27
105.94,66,27
111.37,66,27
118.07,66,27
116.13,66,27
105.07,66,27
105.91,66,27
105.91,66,27
110.72,66,27
113.58,67,27
108.59,67,27
113.21,67,27
114.90,67,27
122.20,67,27
119.91,67,27
117.36,67,27
115.67,67,27
115.59,67,27
116.08,67,27
121.64,67,27
118.53,68,27
127.95,68,27
120.03,68,27
118.73,68,27
122.65,68,27
120.99,68,27
123.77,68,27
124.09,69,27
126.86,69,27
135.19,69,27
132.22,69,27
128.20,69,27
133.98,70,27
130.54,70,27
130.64,70,27
131.88,70,27
127.71,70,27
128.61,70,27
134.30,70,27
129.93,70,27
129.98,70,27
126.62,70,27
137.47,70,27
131.92,70,27
132.03,70,27
129.14,71,27
137.35,71,27
134.92,71,27
129.58,71,27
137.69,71,27
133.38,71,27
136.74,71,27
129.48,71,27
138.74,71,27
137.55,71,27
127.79,71,27
138.39,71,27
141.48,72,27
144.98,72,27
139.81,72,27
144.69,72,27
141.30,72,27
140.35,72,27
146.54,73,27
140.70,73,27
140.83,73,27
148.97,73,27
153.15,73,27
145.55,73,27
156.96,74,27
162.93,75,27
170.30,76,27
167.81,76,27
178.22,77,27
186.35,78,27
141.21,71,28
137.66,72,28
149.51,73,28
141.95,73,28
148.56,73,28
158.82,73,28
149.59,74,28
148.96,74,28
163.21,74,28
159.16,75,28
166.21,75,28
176.39,78,28
203.56,81,28
198.26,81,28
35.94,44,29
45.89,49,29
50.80,51,29
52.91,52,29
54.90,53,29
56.56,53,29
60.09,54,29
70.23,56,29
75.08,56,29
73.29,58,29
75.32,59,29
84.99,59,29
79.84,59,29
79.16,59,29
79.00,59,29
85.24,59,29
80.39,60,29
78.46,60,29
85.14,60,29
85.15,60,29
79.54,60,29
80.74,60,29
87.39,61,29
88.69,61,29
89.08,61,29
88.19,61,29
86.03,61,29
88.50,61,29
90.40,61,29
93.32,61,29
88.75,61,29
91.59,61,29
88.94,61,29
90.46,61,29
87.73,62,29
92.88,62,29
92.11,62,29
94.35,62,29
93.13,62,29
94.17,63,29
94.75,63,29
98.16,63,29
95.01,63,29
99.94,63,29
91.91,63,29
94.42,63,29
103.20,63,29
91.01,63,29
98.83,63,29
96.52,63,29
97.80,63,29
97.09,63,29
97.05,63,29
80.78,63,29
99.52,64,29
97.87,64,29
98.80,64,29
100.11,64,29
102.09,64,29
95.55,64,29
101.98,64,29
101.89,64,29
105.38,64,29
98.23,64,29
98.46,64,29
103.96,64,29
102.90,64,29
99.44,64,29
102.06,65,29
103.64,65,29
108.87,65,29
92.96,65,29
102.55,65,29
103.07,65,29
105.17,65,29
110.71,65,29
106.96,65,29
107.43,65,29
104.44,66,29
112.55,66,29
102.65,66,29
104.06,66,29
105.72,66,29
103.38,66,29
104.76,66,29
106.63,66,29
110.05,66,29
107.31,66,29
110.57,67,29
120.93,67,29
108.34,67,29
112.98,67,29
114.56,67,29
115.60,67,29
116.52,67,29
112.74,67,29
111.96,67,29
112.20,67,29
117.13,67,29
118.74,67,29
120.17,67,29
118.31,67,29
121.66,68,29
113.99,68,29
123.07,68,29
119.46,68,29
124.06,68,29
121.23,68,29
123.78,69,29
124.44,69,29
118.05,69,29
123.35,69,29
117.94,69,29
121.09,69,29
122.37,69,29
124.06,69,29
121.49,69,29
123.16,69,29
126.05,70,29
125.01,70,29
128.17,70,29
133.03,70,29
128.33,70,29
128.53,70,29
125.84,70,29
131.85,71,29
133.79,71,29
138.54,71,29
133.22,72,29
135.98,73,29
144.30,73,29
152.34,74,29
151.33,75,29
161.69,76,29
166.97,77,29
51.32,49,30
52.00,49,30
58.62,52,30
61.50,52,30
60.06,53,30
61.20,53,30
64.39,53,30
64.69,54,30
65.07,54,30
65.49,54,30
65.69,54,30
77.58,55,30
67.64,55,30
68.17,55,30
66.77,55,30
70.30,55,30
78.61,56,30
73.44,56,30
73.21,56,30
74.49,56,30
92.30,57,30
74.70,57,30
77.03,57,30
91.42,57,30
78.68,58,30
77.57,58,30
82.49,58,30
81.69,58,30
86.94,58,30
81.48,58,30
80.75,58,30
83.54,58,30
78.80,58,30
82.09,58,30
81.99,58,30
85.23,59,30
89.15,60,30
88.58,60,30
87.23,60,30
89.70,60,30
88.20,60,30
88.76,60,30
93.41,60,30
88.00,60,30
90.30,60,30
90.49,60,30
98.20,61,30
95.32,61,30
93.22,61,30
93.42,61,30
93.57,61,30
92.87,62,30
97.31,62,30
97.71,62,30
97.36,62,30
94.77,62,30
98.86,62,30
100.82,62,30
97.61,63,30
105.60,63,30
99.15,63,30
102.78,63,30
99.20,63,30
98.31,63,30
101.26,63,30
100.62,63,30
104.42,64,30
107.73,65,30
109.56,65,30
113.66,66,30
117.55,66,30
110.20,66,30
114.56,66,30
118.10,66,30
115.27,66,30
111.62,66,30
119.62,67,30
120.28,67,30
120.14,68,30
125.67,68,30
126.36,69,30
128.72,69,30
138.41,71,30
150.71,73,30
67.97,56,31
75.13,57,31
83.91,59,31
90.88,61,31
101.16,64,31
98.35,64,31
106.11,66,31
112.86,67,31
114.71,67,31
120.73,67,31
120.40,68,31
124.07,68,31
118.16,68,31
127.39,68,31
125.49,68,31
125.33,68,31
115.73,68,31
123.51,68,31
123.84,69,31
106.24,69,31
128.15,69,31
125.76,69,31
127.12,70,31
127.97,70,31
120.19,70,31
126.62,70,31
132.75,70,31
135.88,70,31
127.74,71,31
129.37,71,31
135.14,71,31
138.85,71,31
134.54,71,31
137.01,71,31
143.06,72,31
137.08,72,31
134.72,72,31
140.18,72,31
143.29,72,31
143.90,72,31
134.80,72,31
135.60,73,31
149.00,73,31
151.63,73,31
143.06,73,31
141.28,73,31
147.53,73,31
145.70,73,31
144.40,73,31
150.95,74,31
145.59,74,31
147.33,74,31
149.88,74,31
147.99,74,31
156.84,74,31
150.01,74,31
150.07,74,31
157.01,74,31
157.23,75,31
139.51,75,31
157.67,76,31
164.21,76,31
169.89,78,31
179.44,78,31
179.22,79,31
174.58,79,31
183.09,81,31
46.32,47,32
82.19,58,32
79.08,58,32
98.48,61,32
92.89,61,32
96.22,62,32
97.40,62,32
91.73,62,32
99.52,63,32
102.69,63,32
103.10,63,32
100.31,63,32
101.74,64,32
108.23,64,32
107.40,64,32
102.15,64,32
108.40,65,32
108.99,65,32
106.94,65,32
107.10,65,32
108.39,66,32
112.82,67,32
115.12,67,32
115.58,67,32
119.35,67,32
118.07,67,32
116.48,67,32
122.30,67,32
114.80,67,32
122.76,67,32
117.63,67,32
120.38,67,32
121.29,67,32
122.84,68,32
123.64,68,32
120.72,68,32
125.72,68,32
120.25,68,32
120.74,68,32
119.77,68,32
125.27,68,32
120.95,69,32
127.13,69,32
127.42,69,32
126.08,69,32
128.49,69,32
123.79,69,32
130.17,69,32
125.93,69,32
129.10,69,32
133.49,69,32
130.83,70,32
129.60,70,32
135.48,70,32
132.09,70,32
128.04,70,32
132.43,70,32
133.79,70,32
136.53,70,32
136.37,70,32
131.45,70,32
131.58,70,32
132.79,70,32
139.68,71,32
135.13,71,32
135.58,71,32
135.20,71,32
137.14,71,32
140.97,71,32
135.62,71,32
138.58,71,32
140.12,71,32
138.36,72,32
142.39,72,32
143.95,72,32
144.46,72,32
143.51,72,32
142.35,72,32
147.88,73,32
147.97,73,32
150.08,73,32
147.77,74,32
149.11,74,32
155.12,74,32
151.38,74,32
170.92,76,32
180.63,78,32
188.41,79,32
40.14,47,33
45.80,48,33
46.54,49,33
51.51,49,33
56.88,51,33
51.12,52,33
54.36,52,33
57.19,52,33
57.70,52,33
56.67,53,33
57.68,53,33
59.32,53,33
60.58,53,33
56.13,53,33
62.00,54,33
61.40,54,33
67.32,54,33
63.69,55,33
62.28,55,33
65.28,55,33
68.18,55,33
68.95,56,33
67.52,56,33
67.51,56,33
68.36,56,33
70.30,56,33
68.75,56,33
71.15,56,33
69.78,56,33
70.08,56,33
66.75,56,33
74.03,57,33
75.92,57,33
78.12,58,33
77.93,58,33
82.57,58,33
74.42,58,33
74.41,58,33
77.22,59,33
75.53,59,33
75.79,59,33
81.56,59,33
80.16,59,33
76.79,59,33
78.60,59,33
82.89,59,33
77.01,60,33
88.42,60,33
81.13,60,33
86.98,60,33
85.19,60,33
88.44,60,33
85.30,60,33
87.22,60,33
86.00,60,33
84.02,60,33
92.24,60,33
83.98,60,33
86.95,61,33
88.41,61,33
89.58,61,33
87.30,61,33
85.91,61,33
89.79,61,33
91.64,61,33
90.39,61,33
89.58,61,33
90.85,62,33
90.39,62,33
93.70,62,33
100.17,62,33
95.29,62,33
96.58,62,33
95.36,62,33
98.45,62,33
96.81,62,33
99.27,63,33
94.22,63,33
97.33,63,33
97.44,63,33
94.82,63,33
97.20,63,33
97.54,63,33
101.66,64,33
90.04,64,33
88.72,64,33
101.06,64,33
96.91,64,33
94.93,64,33
101.38,64,33
105.17,64,33
104.75,64,33
105.75,64,33
107.99,64,33
101.83,64,33
99.41,64,33
103.72,65,33
109.14,65,33
107.14,65,33
111.01,65,33
103.56,65,33
107.45,65,33
103.22,65,33
101.83,65,33
102.10,66,33
111.12,66,33
104.93,66,33
113.24,66,33
110.49,67,33
116.65,67,33
113.55,67,33
115.66,67,33
116.48,67,33
115.77,67,33
113.74,67,33
120.35,67,33
120.89,67,33
112.60,67,33
119.10,68,33
116.80,68,33
121.10,68,33
126.31,68,33
125.66,69,33
127.32,69,33
126.64,69,33
118.59,69,33
131.54,69,33
124.54,70,33
124.96,70,33
130.01,70,33
128.41,70,33
133.00,71,33
142.44,71,33
142.07,72,33
134.48,72,33
140.34,73,33
15.15,33,34
43.45,48,34
51.31,51,34
60.74,53,34
62.86,53,34
129.72,54,34
62.54,54,34
67.96,54,34
65.43,55,34
69.24,56,34
68.45,56,34
74.73,57,34
87.14,58,34
75.91,59,34
83.02,59,34
79.22,59,34
78.89,59,34
82.03,60,34
84.31,60,34
82.20,60,34
87.62,60,34
85.79,60,34
88.55,61,34
86.69,61,34
87.00,61,34
94.40,61,34
90.98,61,34
92.07,61,34
91.09,62,34
94.58,62,34
94.43,62,34
94.82,62,34
93.72,62,34
94.92,62,34
99.13,63,34
98.19,63,34
96.73,63,34
96.67,63,34
100.57,63,34
96.46,63,34
100.31,63,34
105.89,63,34
97.14,63,34
98.32,63,34
98.45,63,34
101.19,64,34
102.20,64,34
101.39,64,34
104.58,64,34
101.47,64,34
103.20,64,34
102.59,64,34
100.09,64,34
108.77,64,34
103.42,64,34
105.03,64,34
108.12,64,34
105.98,65,34
106.96,65,34
108.68,65,34
110.69,65,34
109.16,65,34
107.69,65,34
107.74,65,34
104.79,65,34
110.06,66,34
108.76,66,34
109.51,66,34
106.69,66,34
108.25,66,34
115.87,66,34
108.87,66,34
112.15,66,34
114.07,66,34
112.97,66,34
116.85,67,34
114.40,67,34
112.28,67,34
117.43,67,34
112.31,67,34
114.27,67,34
116.84,67,34
112.12,67,34
116.11,67,34
115.90,67,34
112.42,67,34
115.47,67,34
117.48,67,34
116.70,67,34
128.17,67,34
116.72,67,34
116.77,67,34
117.79,67,34
118.86,67,34
122.21,67,34
121.23,67,34
116.42,68,34
122.28,68,34
121.33,68,34
124.00,68,34
120.88,68,34
121.73,68,34
119.78,68,34
120.72,68,34
122.70,68,34
125.94,68,34
122.28,68,34
124.17,69,34
126.59,69,34
127.17,69,34
124.24,69,34
128.40,69,34
123.00,69,34
123.08,69,34
127.02,69,34
132.86,70,34
108.91,70,34
134.39,70,34
129.56,70,34
133.92,70,34
127.56,70,34
127.25,70,34
129.09,70,34
130.29,70,34
131.12,70,34
134.66,70,34
134.84,71,34
133.16,71,34
144.84,71,34
138.28,71,34
142.53,73,34
146.00,73,34
144.75,73,34
145.21,73,34
152.91,73,34
149.07,73,34
150.54,74,34
153.71,74,34
156.50,74,34
156.01,75,34
52.54,51,35
67.06,57,35
154.22,75,35
155.07,75,35
188.01,78,35
186.65,80,35
189.08,80,35
202.52,81,35
201.26,82,35
215.58,84,35
192.77,81,36
238.28,87,36
140.12,72,37
172.89,77,37
228.59,84,37
126.94,70,37
141.58,71,37
170.60,77,37
187.58,81,37
